tweet_id_customer,customer_text_clean,brand_text_clean,predicted_intent
2343809,I'm DEVASTATED! upgraded the software on my Mac book Pro (MacOS High Sierra 10.13) now my FL Studio doesn't work I can't make any beats or access the ones i've made 🤬 i'm pissed,We'll do all we can to assist. Have you reached out to the developers of FL Studio about an update for compatibility with High Sierra?,app_performance_issue
1147048,"Dear - this iPhone update is the worst. Apps take forever to load, several keep freezing, &amp; my battery drains super fast fixit",We are happy to help you. Are the apps updated to the latest versions there?,app_performance_issue
2055332,", disappointed with iPhone8Plus. Phone status after upgrade to 11.0.1 for last 48 hours Asked to visit service center !",We could look into this with you. Did you recover a backup onto this device or was it set up as new? DM us the answer.,app_performance_issue
2978352,"Install the ios11 and the phone is now very slow, and siri takes a long time to detect what i say. Is it normal or is it an error in my device? Thank you",We'll be happy to partner with you to get things running smoothly. Are there specific apps running slower than expected? Is Siri slow to respond specifically when using Wi-Fi or cellular data? We want to make sure it's not a connection issue. Please DM us:,app_performance_issue
1718448,updated my iPhone 6 to iOS 11.0.3 last night and now everything is slow and crashes and I hate it.,We can assist you. Please DM us via the following link and we'll assist you from there.,app_performance_issue
1865227,the new update sucks my notifications and banners now aren’t working on some apps and my phone keeps crashing 😑😑😑,We'd like to help. DM us and tell us the exact iOS version you're running under Settings &gt; General &gt; About.,app_performance_issue
146804,When did phones start lagging? iPhone SE started lagging after latest iOS update. Intentional ? So that I upgrade my phone?,We're here to help figure out what's happening with your iPhone SE. Which iOS update do you have installed? Do you notice the lagging when performing specific tasks? How about during specific app use?,app_performance_issue
2439772,How come Apple Music rarely adds a song to playlist on first try? Trying to add again causes it to appear in playlist twice! Been like this for years on various devices and drives me nuts!!,"Music is a huge part of our lives here at Apple and we want to ensure you're able to enjoy Apple Music. To make sure we're on the same page, when tapping Add to Playlist, the first time doesn't successfully add the song but the second time it does?",app_performance_issue
2958757,"Mac OS High Sierra update is shit, keeps freezing at the signin window",We'd like to help! Send us a DM with the country that you are located in to continue.,app_performance_issue
1841494,Hello. Notifications on whatsapp are not working since upgraded to iOS 11.0.3. Please help.,We'll be happy to point you in the right direction. Could you please send us a DM so we can gather some info?,app_performance_issue
2123277,"Duolingo thinks I’m terrible at French because of the I️ situation, sos please fix",Here’s what you can do to work around the issue until it’s fixed in a future software update:,app_performance_issue
2410392,YA BOUT TWO SECONDS FROM PISSING ME OFF WITH THIS FREEZING BULLSHIT &amp; APPS CRASHING. ITS EARLY IN THE MORNING AND IM ALREADY MAD😡🤬,Let's work on this together to get this issue resolved. Which iOS are you running currently? Check here: Settings &gt; General &gt; About &gt; Version. Is your display becoming unresponsive? Do you notice that you're having an issue with the same apps each time?,app_performance_issue
2838733,So sick of apples bullshit. Took almost 5 min to open up a podcast now. Everything lags. Apps crash more. Everything lags on the phone now updates make your phone worse with each one,We'd love to assist you with any issues that you're having. Which device and software version are you using? Please click here to join us in DM and we'll continue there:,app_performance_issue
1467771,My phone really fucked all my apps up I thought iPhones didn't have viruses...,Reach out to us via DM and let us know what's going. We may be able to help resolve your issue.,app_performance_issue
1905232,Still some major issues with Spotify compadability with new ios it won’t show what’s playing on lock screen i had to delete music app too,We want you to be in control of your music. Can you DM the exact iOS version you're using? We'll go from there.,app_performance_issue
2523434,Hey and the Netflix app freezes during tv shows or movies on WiFi or on my network on the IPhone X. Is this problem being fixed?PleaseHelp,We're here to help. Please meet us in DM and we'll take a further look at this together.,app_performance_issue
2621140,"my phone keeps crashing, battery lasts 4 hours, apps freeze, Touch ID inactive, and my screen is no longer calibrated 🤬 IOS11",We want you to have a better experience with your iPhone and we're happy to help. Please DM us and we'll troubleshoot this together.,app_performance_issue
1471849,"hey your new iOS update has nearly fucking bricked my iPhone SE, how do I roll back your piece of shit update?",We'd be happy to look into any issues you're having. Please DM us.,app_performance_issue
2945746,"When adding an event in Calendar on iphone SE 64gb ios 11.1.2,add an alert first alert a week before,add second day before but once pressed and back to edit page it reverts to opposite! so 1st is now a day 2nd is a week before! why?! 😠",We can help make sure this is working as it should. Are you not receiving alerts that are set a week before? Let us know in a DM and we'll look into this with you.,app_performance_issue
1261241,I installed 11.0.3 on my iPhone 6+ and now things like my phone and calendar are freezing &amp; crashing all the time!,We want to help. DM us the country you're located in and we'll go from there.,app_performance_issue
1983138,My iPhone keeps shutting off and deleting stuff. ETF 😡😡 I'm keeping my 6s plus! Or maybe I'll go back to using an Android 🤔,We want to make sure your iPhone is working as it should. Send us a DM with more details and we'll go from there.,app_performance_issue
1800120,TestFlight crashing like a hell on iPad running iOS 11,We're here to help. Are you using iOS 11.0.3? You can verifiy this in Settings &gt; General &gt; About. Go ahead and DM us.,app_performance_issue
1858502,Thanks this is the third time I’ve overslept bc the sound on my alarm isn’t working since the new update. 😔 FIX IT!!!,We'd like to take a further look at this with you. Please DM us which Apple device you are using as an alarm to get started.,audio_media_issue
712961,"Anyone else having crackle noises in their earphones on iPhone 8, ios11?",We'd be happy to help. Send us a DM.,audio_media_issue
436494,"why does my phone automatically play music when I connect the headphone and I can’t stop it,",We can definitely look into this with you. Which music app is playing music?,audio_media_issue
245073,been 3 days with a silent morning alarm despite no issues in past versions and correctly following all troubleshooting.,Let's make sure you're fully up-to-date. We've released 11.0.2 today. Info on how to update here:,audio_media_issue
437393,Why can’t I control my music from the lock screen HELP,Let's get this figured out. Are you playing music through Apple Music or another application? Which iOS version is installed?,audio_media_issue
2550301,"My audio keeps breaking, any idea why?",We'd be glad to see what's going on. Can you explain what you mean by it keeps breaking?,audio_media_issue
1898023,fix my music library N O W.,We'd be happy to help. Can you provide us details of what you're experiencing?,audio_media_issue
701586,"Instantly regretting my purchase. I'm exactly one month outside of my warranty and my ""worlds greatest headphones"" decided to stop working all together. Fantastic.","We want your Beats working for you, and we'll do all we can to help. Let's connect in DM to get started.",audio_media_issue
2569726,My speaker phone isn’t working and I am always having service issues with my iPhone do I go to the store or ?,We'd like to help! Tell us more about what's happening with your speaker. Is it just for phone calls or across all apps?,audio_media_issue
1859281,I updated my phone and now the only music I have is the Shrek 2 album. help,"Someone once told us that's a great album, but we want you to have all of your music. Let's pair up in DM and take a look.",audio_media_issue
1823348,Apple please help me my phone keeps beeping like a fire alarm and I’m SCARED,"Thanks for reaching out to us, we'll be glad to look into this further via DM. Please let us know when it first started.",audio_media_issue
2056383,HELP! Loud speaker doesn’t work on my phone anymore 😭😭😭,We’d like to help get your speaker working again! Please confirm if this happens during calls only via DM.,audio_media_issue
647417,your iOS 11 update has been messing up my car when I use car play now it doesn’t even play through my speakers anymore,We want to help. DM us what Apple device you are using to get started.,audio_media_issue
2187881,I keep having troubles with the sound on my phone when I make a call. I can’t hear the other side and they can’t hear me,We'd be happy to see how we can help. Does the issue happen when receiving calls as well?,audio_media_issue
2478966,Why doesn’t the lightning to headphone (iPhone 7) jack work with earphones which a volume control?,That's a great question. We can definitely look into this with you to help get to the bottom of this issue. What type of headphones are you using? Are you able to use the volume control with these headphones on other devices?,audio_media_issue
2065628,"new update, Siri sucks does not say anything! She doesn’t answer any questions or even speak? Wtf????",Thanks for reaching out about this issue. Let's ensure Siri is properly set up. Find out how here:,audio_media_issue
2909301,"So when I now take a screenshot, the snippet at the bottom doesn’t appear and it makes no sound - ???",We're happy to help. Which software version are you using?,audio_media_issue
2772634,"my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help",Thank you for reaching out to us. We understand needing to get this fixed. Let's follow the steps here: DM us if you need any help.,audio_media_issue
2960093,why does my phone keep popping up with a muted sign and muting my music???,"Thanks for reaching out. We can help find out what is happening here. To start, are you using headphones or a Bluetooth device to listen to the music? Also, are you using the Music app or a third-party app?",audio_media_issue
1690665,"Shoutout to and iOS 11, every so often my alarms are completely silent. Y’all gonna Email my professor and explain?",DM us which Apple device this is occurring on. We'd want to help you get to your next class on time.,audio_media_issue
1009064,"since I upgraded to iOS 11, control center and lock screen music controls don’t work reliably.",Hi. We'd like to look into this. DM us and we'll go from there.,audio_media_issue
704260,MacBook Air from india under warranty - battery drains. All checks done. India support team doesn’t understand . appleindia support team breach of security verification . Need help. timcook applesupportindia,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,battery_charging_issue
2007541,My battery life on my iPhone SE on iOS 11.1 suddenly became worse compared to iOS 11.0.3. How do I solve this issue?,We'd like to know more about what's happening to figure out the best way to help. Let's continue chatting via DM.,battery_charging_issue
724937,"my iPhone has died a total of FOUR times today even though every time it was on ""100%""... , you're going to get a very angry call soon",Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,battery_charging_issue
1734429,"sooooo my iPhone won't turn back on, and its been sitting on a charger for 5 hours...",We'd like to help! Send us a DM with the country that you are located in to continue.,battery_charging_issue
324541,so not only do i have to suffer with crashing or freezing on an hourly basis. I now need to charge my phone 3 times a day and to top it off I can’t make any calls. This is a joke,We're happy to help out. Have you updated to iOS 11.0.2 or are you on an older version?,battery_charging_issue
1159177,why is the ios11 so buggy and battery draining in the iphone 7+??????? Its annoying!!,We'd like to help. Are you currently updated to iOS 11.0.3? You can find out in Settings &gt; General &gt; About,battery_charging_issue
481817,The charging port on my macbook just started smoking. Happy finals week! 🍎💻,We're here for you. Let's click here to join us in DM and we'll continue there:,battery_charging_issue
1237628,I cannot believe that my phone will not charge. What the fuck,We're here to help. Try the steps in this article to get your iPhone charging:,battery_charging_issue
1286469,"What is the expected battery discharge of AirPods left in their case, with the case closed? I’ve lost 7% in 2.5 hours. Normal?",Happy to help. Check out our website here for information on charging your AirPods:,battery_charging_issue
1694916,iPhone won't power on. Try to make reservation to go in store for repair. Can't make booking as the code is sent to my phone.,Let us know in DM if you've tried the steps here: We'll help you out if those haven't worked.,battery_charging_issue
2111362,Should I really get an 8 plus next month 🤔. My phone went black for like 15 minutes on 96% and I didn't even update to the new iOS,We know how important it is to have your device working as expected. Can you provide us which iOS version is on your device?,battery_charging_issue
296451,dowloaded ios 11 and now my phone drains battery even when plugged in,Join us in DM and we'll team up to find a resolution to this challenge.,battery_charging_issue
1966635,My iPhone 8+ has been spontaneously dying and restarting ALL DAY LONG. Known issues?,We'd like to see how we can help. Is iOS 11.0.3 installed on it? Any steps tried so far?,battery_charging_issue
2677443,My phone went from 60% to 30% within 10 minutes... get your shit together,"Let us know via DM the type of iPhone that you have, then we can help out with this from there.",battery_charging_issue
1951931,IOS 11 causes my iPhone 7 to turn off at 30%!!!! I was out and needed my phone and it went OFF ?! NEVER had problems before it,We'd like to look into this with you! Join us in DM with the exact version of iOS 11 that your iPhone 7 is running.,battery_charging_issue
1975491,I’m having trouble keeping my battery charged over the last 2-3 weeks. This has never been a huge problem before. Any ideas???,Let's get this resolved. Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM.,battery_charging_issue
1906172,Ohhh so now all of a sudden my phone's battery life is shitty &amp; dies extremely fast🤔 u think u slick??,We'd like to work through the battery issues you're experiencing. DM us with what type of iPhone you're using.,battery_charging_issue
946785,I specifically waited until iOS 11.0.3 so a lot of your bugs would be fixed. Now I have to charge my phone all the time,We want to take a look into this with you. Send us a DM.,battery_charging_issue
323004,hey I bought my iPhone 8 a week ago and my phone has died overnight while charged at 50% two nights in a row 😶😶,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,battery_charging_issue
2804343,". iPhone 7 battery life was great until iOS 11. Now on 11.1.2 and shutdowns occur at 67%. Killed all apps and it doesn’t shut off, but dropped 30% in 20 minutes.","We're happy to assist with this. We have an excellent guide with recommended steps to ensure you're getting the best battery performance. After making these adjustments, give your battery a full charge and let us know if anything changes.",battery_charging_issue
639700,"I leave my house with 90% mid way to work my battery at 30%. Im sick of you guys scamming us , disgusting . Before update my phone was 100X better with battery.",We understand how important battery life is. Could you tell us what iPhone you're using &amp; the exact iOS version it's running? You can find this by going to Settings &gt; General &gt; About,battery_charging_issue
2020675,WTF can u fix the draining battery issues cause by IOS11 - get an update STAT!! iso11,We would like to take a closer look to see how we can help. Send us a DM letting us know which device you are using.,battery_charging_issue
2523436,My order for my iPhone X just cancelled by it self wtf. . And being charged 216$,We'd like to help. Please DM us with more information.,billing_issue
1984110,"So I drop my subscription and my music, the stuff I loaded from purchased CDs disappears. WTH !",We'd be happy to look into this with you. Send us a DM and let us know what devices you use with Apple Music.,billing_issue
2849228,"Downloaded a live wallpaper app, went into subscriptions on my phone to see if anything was there and this app tried to scam me of paying a weekly subscription.... for some wallpapers. Sort it out","Thanks for bringing this to our attention. To clarify, were you able to cancel that subscription before you were charged? Let us know via a DM. We’ll move from there.",billing_issue
2593237,says $2.99 but it’s not. Fix please.,We've got a team of specialist who can best help with this. You can reach them here:,billing_issue
2666280,"Accidental €32 in-app purchase by six-year old daughter on the iPhone and iTunes won't offer any way to cancel it :( Plus, Apple chat support not working. Damn. /cc",Let’s get you partnered with our iTunes Store Support team for help with this. They can be contacted here:,billing_issue
2779357,why are you guys allowing an app to charge me I canceled the subscription in my phone already two weeks ago. And now I can’t download any apps,Thanks for reaching out. We received your DM and we'll continue from there.,billing_issue
2687714,what this I didn’t buy $300 gift card,Here's a great link that will help to identify legitimate emails coming from the Apple iTunes Store:,billing_issue
1779196,"getting odd itunes charges despite no longer owning any Apple products. Called, thought it was fixed, then happened again.",We'd like to gather some more information for better troubleshooting. Can you DM us the country you're located in?,billing_issue
2949575,"hello, I've received an email which I think is spam, do you have a department that deals with phishing emails? I can't see any details in my Apple account relating to the subscription I've apparently taken out - I've not clicked anything in the email.","Thanks for reaching out. For help identifying and reporting a phishing email, check out the following link: Please DM us if this does not help:",billing_issue
427101,"On iOS 11, at the bottom of the iTunes app, it says I have $0 credit. But when I view my account, it shows the actual balance.",We can take a look at this with you. What type of device are you using? Tell us via DM.,billing_issue
1332338,I accidentally bought a $50 apple store card through email instead of iTunes card. Is there a way I could replace/return it?,We've responded to your DM. Please join us there.,billing_issue
1924863,iphonex won't make calls. Its not an issue? Seems to be affecting all iphonex phones!,That's not what we'd expect. We'll be happy to assist as best we can. When did this start happening and what service provider do you use?,connectivity_issue
1066789,I bought an Iphone6s and gifted for my brother in India and after 1 year it stopped supporting local network provider(any SIM),We are here to help. DM us the details of your issue and we can take a look at this.,connectivity_issue
2073082,ever since I’ve downloaded IOS 11 on my iPhone 7 my phone has gone down hill with connection,We're here to help with any issues you maybe having. Provide a description of the issue to us in a DM using this link:,connectivity_issue
1579794,Carplay broke with iPhoneX :( cannot connect with my Golf 2017,We want to help. Which version of iOS 11 is your phone currently running?,connectivity_issue
810373,thnx guys for even fucking up Bluetooth conn with my car so now I can't listen spotify ios11update ibrick iphone7,We want to help out. DM us and we'll continue there.,connectivity_issue
2082905,haven’t been able to make a phone call since updating to iOS 11. Wtf,We understand how important it is that you're able to make a call without any issues. Send us a DM and we'll go from there.,connectivity_issue
107346,"umm, why won’t my personal hotspot connect to my laptop? I’ve tried restarting my network settings on my iphone and restarting my laptop but it still doesn’t work. On my laptop, it says “the connection is limited”",We are here to help. Let's take a look at this. What is your cell coverage like? What is your current iOS version?,connectivity_issue
2966596,What is going on with iMessage and FaceTime? They’re not working on my iPad,"Hey there. What's happening when you try to send an iMessage or use FaceTime? Please DM details, we'll meet you there to help out.",connectivity_issue
644107,How to forcibly switch to 2G /3G /4G on Apple 7 + ?,Good question. Manage your cellular data options under Settings &gt; Cellular &gt; Cellular data options. May vary based on carrier.,connectivity_issue
1745991,thank you for making such a shitty phone that decides to fail my FT call with Katie at least 7000 times a day.,We want to make sure your FaceTime calls work as expected so you can stay in touch. What is your current iOS version?,connectivity_issue
2518151,"Maps explicitly NEVER has access to my location. Care to explain, ?",We'd like to know more about the issue you're experiencing. Join us in DM with the currently installed iOS version to get started:,connectivity_issue
233939,"i have a 5s and have latest ios update. Every night i turn off the wifi option, and morning to see the time i press my home button.","It sounds like you're saying that your Wi-Fi is back on in the morning even though you turned it off at night, right?",connectivity_issue
550669,"there’s a problem connecting to the server, I’m running ios 11.2.5 beta",We're here to help where we can. Can you tell us if you're using the public version of the beta software or if you're a developer? DM us your reply.,connectivity_issue
2026111,had me reset and restore my phone because nothing has been working for weeks. Now I cannot receive texts/calls 😡😡,We'd be more than happy to look into this with you. Let us know if you're currently able to send out texts and calls via DM.,connectivity_issue
1065869,Not sure if it's an issue or a issue but my husband just received 10 texts I sent him over the course of the last three weeks,We're happy to help. Where all the texts from only 1 contact or were multiple contacts included? What's the iOS version?,connectivity_issue
1080425,My iPhone will no longer receive or make calls. Thanks for the wonderful iOS 11 update.,"Let's work on this together. First, follow these steps and let us know how it goes:",connectivity_issue
1900121,Smart Keyboard cover keeps disconnecting from my iPad Pro. Have to restart often. Read about issues...,"We'd be happy to look this over with you. Please meet us in DM with more detailed information, so we may better assist.",connectivity_issue
2696071,"Dear what’s going on? iOS has never been so buggy on me. Siri doesn’t work with cellular, AirPods constantly loosing left/right settings)","We can help! Tell us please, which version of iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version. Also, tell us more about your AirPods. Is this happening consistently or just some of the time?",connectivity_issue
1797067,"My mmams iPhone 6 has been restarted and now is stuck on the choose wifi network screen. The password wont work, please help.",Let’s team up to get her reconnected. Does this happen with multiple Wi-Fi networks? Let us know via a DM. We’ll go from there.,connectivity_issue
2068246,why does wifi keep disconnecting on my iPhone 6s after latest update? Please fix asap,Being able to connect to Wi-Fi is very important. We're here to help. DM us the exact iOS version you are currently running.,connectivity_issue
1920772,"iphone 7+ w/ 11.0.3 - bluetooth in car still works 4 calls but now can't use BT audio. rebooted phone + car, known issue?","Thanks for reaching out, we'd be happy to look into this with you. To start, send us a DM and we'll continue from there.",connectivity_issue
1957602,I’m trying to make a call to report a crime but after the iOS update my phone doesn’t make calls anymore. Help please!,"Happy to help. DM us if you're seeing No Service or Searching at the top of screen, or if there's an error when making calls.",connectivity_issue
2547176,i’m going to need someone to tell me how to get the reputation album I PAID FOR back onto my phone? I can’t find it anywhere 😡😩 annoyed,We can help! Was the album purchased from the iTunes Store?,file_transfer_issue
942546,hey why did my iPad just delete every photo off my memory card when I just selected one to be deleted,"That's not expected behavior. Can you tell us which iOS version you're using on your iPad, please?",file_transfer_issue
506525,hey they why dose this happen,We are here to help. DM us your iOS version and we can take a look at this.,general_bug_other
1573769,This is bullshit. fix this bug please,We'd like to help. Follow the steps here: Let us know if you have questions.,general_bug_other
2398062,"iPhone glitch ruining a nice moment. fix it, I️ ain’t got time for your games 🙅🏼‍♀️","iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up:",general_bug_other
2033041,"Siri on iphone8 not working as accurately as it did on iPhone 6. What gives, ?",Thanks for reaching out. We are always happy to help. Send us a DM and tell us more. We'd be happy to look into this with you.,general_bug_other
699582,"I’m having issues and would like to make a complaint, but no one seems to be willing to help at Apple Support UK.",We'd like to look into this with you. Please share more info with us in DM to start.,general_bug_other
1747398,any idea what’s this weird rectangle on my screen?,"Thanks for contacting us. It looks like you may have enabled the Accessibility feature, Zoom:",general_bug_other
2266102,I’m really about beating ya ass right now. This has got to stop. Lemme show you. “I️ don’t fuck with I️t.” “I don’t fuck with it.” You see the problem? Now fix it. I’m Jamaican. You really don’t want this. Official beef. Real news.,"We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up:",general_bug_other
2284701,that update didn’t work‼️,"If you're having an issue with your Apple product, we'd like to know more about what's happening. DM us with the details and we'll go from there.",general_bug_other
2799471,"hey guys I keep getting this email, I believe it is a phishing email can you please advise.","Good catch, that email did not come from us and can be ignored. You can report the email using the steps listed here to report the phishing attempt:",general_bug_other
2032533,"Seems has fixed their years of cracked screen issues. Now, the back of your phone cracks... Great money grab in repairs.","If you've run into issues with a crack(s) on your device, we'd love to help. Meet us in DM with details, and we'll assist.",general_bug_other
1809472,help! sent phone to apple to replace a broken screen did a backup before- now it's asking for a password we didn't create,Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there.,general_bug_other
1633106,My phone did the update so why do I still see boxes?????,"Hi, can you send us a DM and tell us more about what you're experiencing, please? We'll start there.",general_bug_other
1874787,How you gonna fucking ruin people’s phones like this Your ios 11 update fucked up everything.,"If you are having issues with your iPhone, we want to help. Click the DM link and let us know which iPhone and what's happening.",general_bug_other
975112,who can I reach out to regarding a game support team. Me and many other players have been screwed over by this company.,We're here to help. DM us so that we can gather additional details on your issue.,general_bug_other
2207619,Oh I️ really think you’re digressing beyond repair.,"iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up:",general_bug_other
1864536,currently needing some help,Thanks for reaching out to us. Does the incorrect time show up in other applications or web browsers? DM us back to continue.,general_bug_other
2480189,The fan on my Time capsule seems to have died. Is there any way of getting it repaired ? Don't really want to buy another!,We may have some options for you. DM us what country you're located in to get started.,general_bug_other
1625412,Well I think it’s time for a trip to my phone just can’t function 📲❌,We want your device to be secure as possible. Join us in DM to work on Touch ID together.,general_bug_other
718529,can you shower with your apple watch series 2 on or is that water to hot?,"Great question! The short answer is yes, you can. However, take a look at this article for details:",general_bug_other
1833598,Hey my text notification wont show up on my lock screen unless I open my phone then the “messages” shows a number,Thank you for reaching out to us. Have you updated to iOS 11.0.3? Please send us a DM so we can investigate further.,general_bug_other
2241210,hello I have iPhone 7 closed by iCloud I have all the documents to open it . How can I reach someone to help me?,"We'd be happy to assist today. Can you tell us what you mean by ""iPhone closed by iCloud""? Are you talking about an Activation Lock issue?",general_bug_other
1718175,Damn iPhone ? Box glitch keeps getting me hey you got the 11.2 update yet?,Here’s what you can do to work around the issue until it’s fixed in a future software update:,general_bug_other
2285880,What’s is good with this thing I️ you gotta fix it bc I’m not tryna fix it every time I write I,"We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up:",keyboard_input_bug
2154579,"where does my personal info come from for predictive text? It shows my phone numbers and emails, but it’s not accurate.","We want to help. For more info, see the section titled, Use Predictive Text:",keyboard_input_bug
1671931,- please help with the “I️ “glitch!!,Here’s what you can do to work around the issue until it’s fixed in a future software update:,keyboard_input_bug
1582118,this update has me messed up why is my “I️” turned into A with a box🙄,"We're here for you. Let's try these steps: If the issue persists, send us a DM to continue.",keyboard_input_bug
2347667,are you ever going to fix that “I “ mistake. It’s kind of getting annoying. Just saying,"To help resolve this issue we recommend backing up your iPhone, and updating to iOS 11.1.1. More information on this issue, and updating, can be found here:",keyboard_input_bug
447319,I️ thought you fixed the typing issue with the letter “eye” aka I️,We'd be happy to help. Have you installed the latest iOS update?,keyboard_input_bug
2004061,My keyboard isn’t working I️ I️ I️ I️ I️,"We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist.",keyboard_input_bug
2816398,In Apple iOS11 iPhone When I'm typing something the controlcenter doesn't come up easily. See how I'm trying to bring it up in vain. UserExperience userinterface uxdesign uidesign designthinking DesigningForHumans,We want to help you access Control Center. Let's work in DM. Send us your iPhone model and iOS version from Settings &gt; General &gt; About with the link below.,keyboard_input_bug
1645142,plz fix the “I” issue.... I️ really hate it,Here’s what you can do to work around the issue until it’s fixed in a future software update:,keyboard_input_bug
2893320,HELP! my iphone 5 updated last night and now it has a mind of it's own and randomly sends messages or tweets mid typing. What do I do. help apple iphone,"We'd like to look into what's happening with your iPhone 5. Which update was installed? This is available in Settings &gt; General &gt; About. It sounds like the issue may be with the keyboard, have you noticed any issues when typing in Notes or Safari?",keyboard_input_bug
1753286,get your act together and fix these stupid autocorrect and weird characters issues. YOU ARE BETTER THAN THIS (I️ hope) imisssteve,Here’s what you can do to work around the issue until it’s fixed in a future software update:,keyboard_input_bug
1593904,my phone trippin now. Why cant i type type the letter i capitalized anymore? It comes out as I️,We have a solution for you here:,keyboard_input_bug
1524203,Can fix this “I” glitch already!?,Let's work on this together in DM. Follow us there using the link below:,keyboard_input_bug
1141089,how often am I gonna use I.T over it? Please fix this to stop this useless autocorrection,We'd love to help! Which device and iOS version are you using under Settings &gt; General &gt; About?,keyboard_input_bug
1659047,PLEASE FIX YOUR LETTER “EYE” BUTTON,Here’s what you can do to work around the issue until it’s fixed in a future software update:,keyboard_input_bug
